name,str_hausnr,plz_ort,kategorie,hauptkateg,beschreib,url,bedeutung,prioritaet,poi_id,angelegt,geaendert,qstatus_id,coll_id,coll_pfad,coll_desc,ma_darst,ma_sign,sammlung,samm_pfad
Gesamtschule Bochum-Mitte,Feldsieper Straße 94,44809 Bochum,Sekundarschulen,Bildung,Sekundarstufe I,www.gebomi.de,"3","1","240",2009/06/05,2020/08/05,"3","191721",Bildung/Allgemeinbildende Schulen/Sekundarschulen,Sekundarschulen,"1",61101100XESchuleAllgemeinHauptRealschule,,
Hellweg-Schule,Lohackerstraße 13,44867 Bochum,Gymnasien,Bildung,"Städtisches Gymnasium, Pädagogische Übermittagbetreuungund Ganztagsgruppen für Klassen 5+",www.hellweg-schule.de,"3","1","241",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
"Gesamtschule Bochum Mitte,Teilstandort",Gahlensche Straße 204b,44809 Bochum,Sekundarschulen,Bildung,"Sekundarstufe I, Jahrgangsstufe 5 bis 6, Ganztagsschule.",www.gebomi.de,"3","1","242",2009/06/05,2020/08/05,"3","191721",Bildung/Allgemeinbildende Schulen/Sekundarschulen,Sekundarschulen,"1",61101100XESchuleAllgemeinHauptRealschule,,
Urbanatix Open Space Trainingsräume,Bessemerstraße 85,44793 Bochum,Kunstschulen,Bildung,Trainingsanlage für Artistik und Straßenkunst..,www.facebook.com/UrbanatixOpenSpace/info?tab=page_info,"1","1","242627",2014/04/02,2020/05/20,"3","343",Bildung/Spezialschulen/Kunstschulen,,"1",61401000XESchuleSpezialKunstschule,,
"Hilda-Heinemann-Schule Städtische Förderschule, Förderschwerpunkt Geistige Entwicklung",Eifelstraße 15-17,44805 Bochum,Förderschulen,Bildung,"Städtische Förderschule, Förderschwerpunkt Geistige Entwicklung Ganztagsbetrieb",www.hilda-heinemann-schule.de,"3","1","243",2009/06/05,2020/08/04,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Hildegardis-Schule,Klinikstraße 1,44791 Bochum,Gymnasien,Bildung,Städtisches Gymnasium. Europaschule in NRW - Pädagogische Übermittagbetreuung,www.hildegardis-bochum.de/,"3","1","244",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
Hufelandschule,Hufelandstraße 17,44801 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.ggs-hufeland.bobi.net/,"3","1","245",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
"Alice-Salomon-Berufskolleg, Dependance Lenneplatz",Lenneplatz 21,44807 Bochum,Berufsbildende Schulen,Bildung,"Schule für Ernährung, Erziehung und Gesundheit, Berufliche Schulen und Berufliches Gymnasium",www.alice-salomon-berufskolleg.de/,"3","3","246562",2014/08/26,2020/08/05,"3","31",Bildung/Berufsschulen/Berufsbildende Schulen,Berufsbildende Schulen allgemein,"1",61201000XEWeiterbildungBerufsschule,,
"Alice-Salomon-Berufskolleg, Dependance Lenneplatz",Lenneplatz 21,44807 Bochum,Berufskollegs,Bildung,"Schule für Ernährung, Erziehung und Gesundheit, Berufliche Schulen und Berufliches Gymnasium",www.alice-salomon-berufskolleg.de/,"3","1","246562",2014/08/26,2020/08/05,"3","151",Bildung/Berufsschulen/Berufskollegs,,"1",61201000XEWeiterbildungBerufsschule,,
"Alice-Salomon-Berufskolleg, Dependance Lenneplatz",Lenneplatz 21,44807 Bochum,Schulen im Gesundheitsbereich,Bildung,"Schule für Ernährung, Erziehung und Gesundheit, Berufliche Schulen und Berufliches Gymnasium",www.alice-salomon-berufskolleg.de/,"3","2","246562",2014/08/26,2020/08/05,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Wirtschaftskolleg Bochum,Bessemerstraße 80,44793 Bochum,Weiterbildungseinrichtungen,Bildung,,www.wiko-bochum.de,"3","3","246892",2014/09/05,2018/09/19,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Wirtschaftskolleg Bochum,Bessemerstraße 80,44793 Bochum,Berufskollegs,Bildung,,www.wiko-bochum.de,"3","1","246892",2014/09/05,2018/09/19,"3","151",Bildung/Berufsschulen/Berufskollegs,,"1",61201000XEWeiterbildungBerufsschule,,
Wirtschaftskolleg Bochum,Bessemerstraße 80,44793 Bochum,Private Ersatzschulen,Bildung,,www.wiko-bochum.de,"3","2","246892",2014/09/05,2018/09/19,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Uni-City-Gebäude Bochumer Fenster,Massenbergstraße 9-13,44787 Bochum,Staatliche Universitäten,Bildung,Standort des Lehrstuhl der Juristischen Fakultät,www.ruhr-uni-bochum.de/jura/RUB_Stadt/RUBStadt/AG/,"2","2","246975",2014/09/09,2018/09/20,"3","184529",Bildung/Hochschulen/Universitäten/Staatliche Universitäten,Universitäten des Landes NRW,"1",61301000XEWissenschaftHochschule,,
Uni-City-Gebäude Bochumer Fenster,Massenbergstraße 9-13,44787 Bochum,Hochschulen,Bildung,Standort des Lehrstuhl der Juristischen Fakultät,www.ruhr-uni-bochum.de/jura/RUB_Stadt/RUBStadt/AG/,"2","1","246975",2014/09/09,2018/09/20,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Akademie der Kulturen NRW,Herbergsweg 1,44879 Bochum,Weiterbildungseinrichtungen,Bildung,"Eine Einrichtung der Weiterbildung in Trägerschaft des Kulturgut e.V. , staatlich anerkannt nach WGB vom Land NRW.",prokulturgut.net/bildung/programm/,"3","1","247252",2014/09/15,2018/09/17,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
"Janusz-Korczak-Schule Städtische Förderschule, Geistige Entwicklung",Alleestraße 117b,44793 Bochum,Förderschulen,Bildung,"Städtische Förderschule, Förderschwerpunkt Geistige Entwicklung, Ganztagsbetrieb",www.jks-bochum.de,"3","1","250",2009/06/05,2020/08/04,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Kirchschule Höntrop,Wattenscheider Hellweg 87-89,44867 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.kirchschule-hoentrop.de,"3","1","251",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Krankenpflegeschule Universitätsklinikum Knappschaftskrankenhaus Bochum GmbH,In der Schornau 23-25,44892 Bochum,Schulen im Gesundheitsbereich,Bildung,,kk-bochum.de/de/Mitarbeiter_Karriere/Krankenpflegeschule/index.php?highmain=3&highsub=0&highsubsub=0,"3","1","253",2009/06/05,2017/09/04,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Anneliese Brost Musikforum Ruhr,Marienplatz 1,44787 Bochum,Musikschulen,Bildung,"Probe- und Spielstätte der Bochumer Symphoniker, des Jugendsinfonieorchesters und der Musikschule.",musikzentrum.bochum.de,"1","4","253441",2014/10/21,2020/04/21,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Geo Technikum / Geothermie-Zentrum Bochum,Lennershofstraße 140,44801 Bochum,Staatliche Universitäten,Bildung,,www.geothermie-zentrum.de/,"3","1","253455",2014/10/21,2018/09/17,"3","184529",Bildung/Hochschulen/Universitäten/Staatliche Universitäten,Universitäten des Landes NRW,"1",61301000XEWissenschaftHochschule,,
Hochschule für Gesundheit,Gesundheitscampus 6-8,44801 Bochum,Staatliche Fachhochschulen,Bildung,Department für Angewandte Gesundheitswissenschaften. Department of Community Health. Department für Pflegewissenschaften,www.hs-gesundheit.de/,"1","1","253458",2014/10/21,2020/05/20,"3","184527",Bildung/Hochschulen/Fachhochschulen/Staatliche Fachhochschulen,Fachhochschulen des Landes NRW,"1",61301000XEWissenschaftHochschule,,
ZEMOS Zentrum für molekulare Spektroskopie und Simulation solvensgesteuerter Prozesse,Universitätsstraße 150,44801 Bochum,Hochschulen,Bildung,"Forschungsgebiet der Untersuchung von Löslichkeitsprozessen in Chemie, Biochemie und Ingenieurwissenschaften.",www.rub.de/zemos,"1","1","254127",2014/11/19,2019/06/07,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
"BIGEST, Bildungsinstitut für Berufe im Gesundheitswesen der St. Elizabeth-Stiftung Bochum",Bleichstraße 15,44787 Bochum,Schulen im Gesundheitsbereich,Bildung,"BIGEST ist innerhalb des Katholischen-Klinikums Bochum für die Aus-, Fort-und Weiterbildung zuständig..",bigest.klinikum-bochum.de/,"3","1","255",2009/06/05,2020/05/20,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
"BIGEST, Bildungsinstitut für Berufe im Gesundheitswesen der St. Elizabeth-Stiftung Bochum",Bleichstraße 15,44787 Bochum,Schulen im sozialen Bereich,Bildung,"BIGEST ist innerhalb des Katholischen-Klinikums Bochum für die Aus-, Fort-und Weiterbildung zuständig..",bigest.klinikum-bochum.de/,"3","2","255",2009/06/05,2020/05/20,"3","57",Bildung/Berufsschulen/Schulen im sozialen Bereich,,"1",61201200XEWeiterbildungFachschule,,
"BIGEST, Bildungsinstitut für Berufe im Gesundheitswesen der St. Elizabeth-Stiftung Bochum",Bleichstraße 15,44787 Bochum,Weiterbildungseinrichtungen,Bildung,"BIGEST ist innerhalb des Katholischen-Klinikums Bochum für die Aus-, Fort-und Weiterbildung zuständig..",bigest.klinikum-bochum.de/,"3","3","255",2009/06/05,2020/05/20,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Aesculap Akademie,Gesundheitscampus-Süd 11-13,44801 Bochum,Weiterbildungseinrichtungen,Bildung,Partner der Medizinischen Gesellschaften und Verbände,germany.aesculap-academy.com,"3","1","255305",2014/12/11,2018/09/17,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
NRW-Sportschule Bochum,Hollandstraße 95,44866 Bochum,Sportschulen,Bildung,,www.sportland.nrw.de/nf/einzelne-seiten/2013/sportschulebochum.html,"3","1","255318",2014/12/12,2020/04/21,"3","271",Bildung/Spezialschulen/Sportschulen,,"1",61400000XESchuleSpezial,,
TestDaF-Institut,Universitätsstraße 134,44799 Bochum,Hochschulen,Bildung,"Sprachliche, fachliche und propädeutische Vorbereitung auf das Studium in Deutschland",www.testdaf.de/,"1","1","255666",2015/01/07,2018/09/18,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Zentrum für klinische Forschung (ZKF),Universitätsstraße 150,44801 Bochum,Hochschulen,Bildung,Medizinisches Proteom Center,www.ruhr-uni-bochum.de/mpc/,"1","1","255668",2015/01/07,2018/11/08,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Folkwang Institut für Populäre Musik der Folkwang Universität der Künste,Prinz-Regent-Straße 50-60,44795 Bochum,Hochschulen,Bildung,Institut der Folkwang Universität der Künste bietet einem 4-semestrigen Master-Studiengang Populäre Musik an.,www.folkwang-popinstitut.de,"1","1","255678",2015/01/12,2018/09/18,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Studierenden-Service-Center (SSC),Universitätsstraße 150,44801 Bochum,Hochschulen,Bildung,Hochwertige Beratungs- und Service-Leistungen für Studierende.,www.uv.ruhr-uni-bochum.de/dezernat2/profil.htm,"1","1","255683",2015/01/12,2019/08/14,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Universitätsforum (UFO),Querenburger Höhe 283,44801 Bochum,Hochschulen,Bildung,Das Universitätsforum(UFO) ist eine Vereinigung innerhalb der Gesellschaft der Freunde und Förderer der Ruhr-Universität Bochum e.V,www.rub.de,"2","1","255740",2015/01/20,2018/09/17,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Köllerholz-Schule,Köllerholzweg 61,44879 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.koellerholzschule.de,"3","1","257",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Lehranstalt für technische Assistenten in der Medizin,Bürkle de la Camp-Platz 1,44789 Bochum,Schulen im Gesundheitsbereich,Bildung,Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH,www.bergmannsheil.de/das-bergmannsheil/schulen-und-bildungszentrum/mta-schule.html,"3","1","258",2009/06/05,2018/10/17,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Lehranstalt für technische Assistenten in der Medizin,Bürkle de la Camp-Platz 1,44789 Bochum,Berufsbildende Schulen,Bildung,Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH,www.bergmannsheil.de/das-bergmannsheil/schulen-und-bildungszentrum/mta-schule.html,"3","2","258",2009/06/05,2018/10/17,"3","31",Bildung/Berufsschulen/Berufsbildende Schulen,Berufsbildende Schulen allgemein,"1",61201000XEWeiterbildungBerufsschule,,
Lessing-Schule,Ottilienstraße 12,44892 Bochum,Gymnasien,Bildung,Städtisches Gymnasium. Pädagogische Übermittagbetreuung,www.lessing-schule.de,"3","1","259",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
Liboriusschule,Josephinenstraße 80,44807 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.liborius.online,"3","1","261",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Louis-Baare-Berufskolleg,Bußmanns Weg 8,44866 Bochum,Berufsbildende Schulen,Bildung,Kaufmännische Schule 1. mit Wirtschaftsgymnasium. Europaschule,www.louis-baare-berufskolleg.de,"3","3","262",2009/06/05,2020/08/05,"3","31",Bildung/Berufsschulen/Berufsbildende Schulen,Berufsbildende Schulen allgemein,"1",61201000XEWeiterbildungBerufsschule,,
Louis-Baare-Berufskolleg,Bußmanns Weg 8,44866 Bochum,Berufskollegs,Bildung,Kaufmännische Schule 1. mit Wirtschaftsgymnasium. Europaschule,www.louis-baare-berufskolleg.de,"3","1","262",2009/06/05,2020/08/05,"3","151",Bildung/Berufsschulen/Berufskollegs,,"1",61201000XEWeiterbildungBerufsschule,,
Bibliothek des Ruhrgebiets,Clemensstraße 17-19,44789 Bochum,Weiterbildungseinrichtungen,Bildung,,www.isb.ruhr-uni-bochum.de/bdr/,"2","1","26221",2009/08/31,2018/09/18,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Maischützenschule,Maischützenstraße 70,44805 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.maischuetzen.bobi.net,"3","1","263",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Figurentheater-Kolleg,Hohe Eiche 27,44892 Bochum,Weiterbildungseinrichtungen,Bildung,Das Figurentheater-Kolleg ist eine staatlich anerkannte Weiterbildungseinrichtung.,www.figurentheater-kolleg.de,"2","3","26357",2009/09/01,2019/02/01,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
"Technische Akademie Wuppertal e.V. (TAW), Standort Bochum",Springorumallee 12,44795 Bochum,Weiterbildungseinrichtungen,Bildung,"Ausbildungs- und berufsbegleitende Studiengänge der Bereiche Wirtschaft, Technik, Medien/Gestaltung, Gesundheit und Recht in Kooperation mit verschiedenen Hochschulen",www.taw.de/taw/1/189/365/376.php?PHPSESSID=b4d2f52a317a61286228510d72ef712a,"2","1","26381",2009/09/02,2018/09/19,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Maria Sibylla Merian-Gesamtschule,Lohackerstraße 15,44867 Bochum,Gesamtschulen,Bildung,Städtische Gesamtschule in. Bochum- Wattenscheid. Ganztagsschule.,www.msm.bobi.net,"3","1","265",2009/06/05,2020/08/05,"3","32",Bildung/Allgemeinbildende Schulen/Gesamtschulen,,"1",61101250XESchuleAllgemeinGesamtschule,,
Private evangelische Gesamtschule (Matthias-Claudius-Schule Bochum),Weitmarer Straße 115a,44795 Bochum,Private Ersatzschulen,Bildung,Private evangelische Gesamtschule der Sekundarstufen I und II,www.mcs-bochum.de,"3","1","266",2009/06/05,2019/06/07,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Private evangelische Gesamtschule (Matthias-Claudius-Schule Bochum),Weitmarer Straße 115a,44795 Bochum,Gesamtschulen,Bildung,Private evangelische Gesamtschule der Sekundarstufen I und II,www.mcs-bochum.de,"3","3","266",2009/06/05,2019/06/07,"3","32",Bildung/Allgemeinbildende Schulen/Gesamtschulen,,"1",61101250XESchuleAllgemeinGesamtschule,,
Private Evangelische Bekenntnisgrundschule (Matthias-Claudius-Schulen Bochum),Nevelstraße 3,44795 Bochum,Private Ersatzschulen,Bildung,Private evangelische Grundschule,www.mcs-bochum.de,"3","1","267",2009/06/05,2018/09/27,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Musikschule Bochum Mitte,Westring 32,44787 Bochum,Musikschulen,Bildung,Gleisdreieck,www.bochum.de/musikschule,"3","1","269",2009/06/05,2020/07/29,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Bezirksmusikschule Bochum-Linden,Hattinger Straße 638,44879 Bochum,Musikschulen,Bildung,Städtische Musikschule. Unter 6-18 Jahren+,www.bochum.de/musikschule,"3","1","270",2009/06/05,2020/05/20,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Bezirksmusikschule Bochum-Wattenscheid,Steinstraße 5,44866 Bochum,Musikschulen,Bildung,Städtische Musikschule,www.bochum.de/musikschule,"3","1","271",2009/06/05,2018/11/13,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Märkische Schule Wattenscheid,Saarlandstraße 40-44,44866 Bochum,Gymnasien,Bildung,"Städtisches Gymnasium, NRW-Sportschule, Pädagogische Übermittagbetreuung",www.maerkische-schule.de/,"3","1","272",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
Schulverbund Hans-Christian-Andersen-Schule Teilstandort,Castroper Hellweg 556,44805 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule mit Kindertagesstätte, offene Ganztagsschule",www.hca-bochum.de/,"3","1","273",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Natorpschule,Natorpstraße 51,44795 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.natorpschule.de,"3","1","274",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Neulingschule,Neulingstraße 15,44795 Bochum,Grundschulen,Bildung,"städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.neulingschule.de,"3","1","275",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Folkwang Universität der Künste Studiengang Schauspiel Bochum,Friederikastraße 4,44789 Bochum,Kunstschulen,Bildung,"Die Folkwang Universität der Künste ist die zentrale künstlerische Ausbildungsstätte für Musik, Theater, Tanz, Gestaltung und Wissenschaft. (vorm. Westf. Schauspielschule)",www.folkwang-uni.de,"2","2","275889",2015/05/13,2020/05/20,"3","343",Bildung/Spezialschulen/Kunstschulen,,"1",61401000XESchuleSpezialKunstschule,,
Folkwang Universität der Künste Studiengang Schauspiel Bochum,Friederikastraße 4,44789 Bochum,Staatliche Fachhochschulen,Bildung,"Die Folkwang Universität der Künste ist die zentrale künstlerische Ausbildungsstätte für Musik, Theater, Tanz, Gestaltung und Wissenschaft. (vorm. Westf. Schauspielschule)",www.folkwang-uni.de,"2","1","275889",2015/05/13,2020/05/20,"3","184527",Bildung/Hochschulen/Fachhochschulen/Staatliche Fachhochschulen,Fachhochschulen des Landes NRW,"1",61301000XEWissenschaftHochschule,,
"IBKN - Institut für Bildung, Kultur und Nachhaltige Entwicklung",Lennershofstraße 140,44801 Bochum,Hochschulen,Bildung,Das IBKN ergänzt die Fachausbildung in den Ingenieur- und Wirtschaftswissenschaften durch fachübergreifende Bildungsangebote der Hochschule Bochum.,www.hochschule-bochum.de/ibkn.html,"1","1","275962",2015/05/18,2018/09/19,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Pestalozzi-Schule,Graf-Adolf-Straße 40a,44866 Bochum,Realschulen,Bildung,"Städtische Realschule, NRW-Sportschule, Ganztagsschule",www.pestalozzi-realschule-wattenscheid.de,"3","1","276",2009/06/05,2020/08/04,"3","10",Bildung/Allgemeinbildende Schulen/Realschulen,,"1",61101150XESchuleAllgemeinRealschule,,
"Hildegardisschule (Teilstandort), ehem. Max-Greve-Schule",Max-Greve-Straße 7,44791 Bochum,Gymnasien,Bildung,,www.hildegardis-bochum.de/,"3","1","276018",2015/05/19,2017/07/18,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
"Else-Hirsch-Schule Städtische Förderschule, Förderschwerpunkt Lernen",Hegelstraße 6,44805 Bochum,Förderschulen,Bildung,"Städtische Förderschule, Förderschwerpunkt Lernen, offene Ganztagsschule",www.else-hirsch-schule.de,"3","1","277",2009/06/05,2020/08/04,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Realschule Höntrop,Höntroper Straße 99,44869 Bochum,Realschulen,Bildung,"Städtische Realschule, Pädagogische Übermittagbetreuung",www.rsh-bo.de,"3","1","279",2009/06/05,2020/08/04,"3","10",Bildung/Allgemeinbildende Schulen/Realschulen,,"1",61101150XESchuleAllgemeinRealschule,,
EBZ Business School - University of Applied Sciences,Springorumallee 20,44795 Bochum,Weiterbildungseinrichtungen,Bildung,Die EBZ Business School - University of Applied Sciences- ist eine Hochschule mit staatlich anerkannten Studiengängen,www.ebz-business-school.de,"2","8","28094",2009/09/22,2018/09/24,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
EBZ Business School - University of Applied Sciences,Springorumallee 20,44795 Bochum,Private Fachhochschulen,Bildung,Die EBZ Business School - University of Applied Sciences- ist eine Hochschule mit staatlich anerkannten Studiengängen,www.ebz-business-school.de,"2","1","28094",2009/09/22,2018/09/24,"3","184528",Bildung/Hochschulen/Fachhochschulen/Private Fachhochschulen,Fachhochschulen privater Träger,"1",61301000XEWissenschaftHochschule,,
Rudolf Steiner Schule,Hauptstraße 240,44892 Bochum,Waldorfschulen,Bildung,"Waldorfschule. Primarstufe, Sekundarstufe I und II und Förderschule",www.rss-bochum.de,"2","1","281",2009/06/05,2020/05/20,"3","55",Bildung/Privatschulen/Waldorfschulen,,"1",61100000XESchuleAllgemein,,
Rudolf Steiner Schule,Hauptstraße 240,44892 Bochum,Förderschulen,Bildung,"Waldorfschule. Primarstufe, Sekundarstufe I und II und Förderschule",www.rss-bochum.de,"2","3","281",2009/06/05,2020/05/20,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Rudolf Steiner Schule,Hauptstraße 240,44892 Bochum,Private Ersatzschulen,Bildung,"Waldorfschule. Primarstufe, Sekundarstufe I und II und Förderschule",www.rss-bochum.de,"2","2","281",2009/06/05,2020/05/20,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Ruhr-Universität Bochum (RUB),Universitätsstraße 150,44801 Bochum,Staatliche Universitäten,Bildung,In insgesamt 20 Fakultäten wird an der RUB geforscht und gelehrt.,www.ruhr-uni-bochum.de,"1","1","282",2009/06/05,2019/08/14,"3","184529",Bildung/Hochschulen/Universitäten/Staatliche Universitäten,Universitäten des Landes NRW,"1",61301000XEWissenschaftHochschule,,
Ruhr-Universität Bochum (RUB),Universitätsstraße 150,44801 Bochum,Hochschulen,Bildung,In insgesamt 20 Fakultäten wird an der RUB geforscht und gelehrt.,www.ruhr-uni-bochum.de,"1","9","282",2009/06/05,2019/08/14,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
