name,str_hausnr,plz_ort,kategorie,hauptkateg,beschreib,url,bedeutung,prioritaet,poi_id,angelegt,geaendert,qstatus_id,coll_id,coll_pfad,coll_desc,ma_darst,ma_sign,sammlung,samm_pfad
Schiller-Schule,Waldring 71,44789 Bochum,Gymnasien,Bildung,"Städtisches Gymnasium, Pädagogische Übermittagbetreuung",www.schiller-schule.de/,"3","1","284",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
"Schule am Haus Langendreer, LWL- Förderschule",Hauptstraße 157,44892 Bochum,Förderschulen,Bildung,LWL-Förderschule mit dem Förderschwerpunkt körperliche und motorische Entwicklung,www.lwl.org/LWL/Jugend/jugendschule-am-haus-langendreer/,"3","1","286",2009/06/05,2018/10/16,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
"Paul-Dohrmann-Schule Städtische Förderschule, Förderschwerpunkt Emotionale und soziale Entwicklung",Wasserstraße 46,44803 Bochum,Förderschulen,Bildung,"städtische Förderschule, Schwerpunkt soziale und emotionale Entwicklung (Primarstufe)",www.sfe.bobi.net,"3","1","288",2009/06/05,2020/08/04,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Ferdinand-Krüger-Schule Städtische Schule für Kranke,Axstraße 35,44879 Bochum,Förderschulen,Bildung,"Städtische Schule für Kranke im St. Josefs- Hospital Bochum-Linden, Teilstandort im Bergmannsheil",www.ferdinand-krueger-schule.de/,"3","1","289",2009/06/05,2020/08/05,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
BIGEST-Schule für Physiotherapie,Günnigfelder Straße 176,44793 Bochum,Schulen im Gesundheitsbereich,Bildung,BIldungsinstitut für Berufe im Gesundheitswesen der St. Elisabeth - Stiftung Bochum (BIGEST),bigest.klinikum-bochum.de/physiotherapieschule.html,"2","1","290",2009/06/05,2018/10/15,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Sonnenschule,Lange Malterse 18,44795 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.sonnenschule-bochum.de,"3","1","292",2009/06/05,2020/05/20,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Singschule Bochum (ev.Lutherkirche),Klinikstraße 20,44791 Bochum,Musikschulen,Bildung,,bochum-innenstadt.kirchenkreis-bochum.de/kindergaerten(gruppeninitiativenprojekte0.html,"3","1","295903",2016/01/27,2017/03/06,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Institut für Diaspora- und Genozidforschung,Universitätsstraße 150,44801 Bochum,Wissenschaft und Forschung,Bildung,Forschungseinrichtung an der Ruhr-Universität Bochum,www.ruhr-uni-bochum.de/idg,"3","1","29596",2009/10/06,2018/10/16,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Gemeinschaftsgrundschule Leithe,Schulstraße 7,44866 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.grundschule-leithe.de,"3","1","296",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Institut für Gefahrstoff-Forschung (IGF),Waldring 97,44789 Bochum,Wissenschaft und Forschung,Bildung,Eine Forschungseinrichtung der Berufsgenossenschaft Rohstoffe und chemische Industrie..,www.igf-bbg.de,"3","1","29604",2009/10/06,2020/05/20,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
"Alice-Salomon-Berufskolleg für Ernährung, Erziehung ung Gesundheit Teilstandort",Fahrendeller Straße 25,44787 Bochum,Berufskollegs,Bildung,"Das Alice-Salomon-Berufskolleg qualifiziert in den Berufsfeldern Ernährung und Hauswirtschaft, Sozial- und Gesundheitswesen sowie Körperpflege.",www.alice-salomon-berufskolleg.de,"3","1","296902",2016/02/05,2020/08/05,"3","151",Bildung/Berufsschulen/Berufskollegs,,"1",61201000XEWeiterbildungBerufsschule,,
Glückaufschule,Bochumer Straße 69-71,44866 Bochum,Grundschulen,Bildung,"städtische Gemeinschaftsgrundschule, offene Ganztagschule",www.ggs-watheide.bobi.net,"3","1","297",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Ruhr-Forschungsinstitut für Innovations- und Strukturpolitik RUFIS,Universitätsstraße 150,44801 Bochum,Wissenschaft und Forschung,Bildung,Forschungseinrichtung,www.rufis.de,"3","1","29743",2009/10/07,2018/11/13,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Internationales Geothermiezentrum,Lennershofstraße 140,44801 Bochum,Wissenschaft und Forschung,Bildung,Das Internationale Geothermiezentrum ist eine Verbundforschungseinrichtung der Wissenschaft und der Wirtschaft unter enger Einbeziehung von Verwaltung und Politik. Träger: Hochschule Bochum u.a. Institutionen öffentlichen Rechts,www.geothermie-zentrum.de/,"1","1","29752",2009/10/07,2016/11/21,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Interdisciplinary Centre for Advanced Materials Simulation ICAMS,Universitätsstraße 150,44801 Bochum,Wissenschaft und Forschung,Bildung,Das Interdisziplinäre Zentrum für Advanced Materials Simulation (ICAMS) ist ein Forschungszentrum für neue Materialien an der Ruhr-Universität Bochum,www.icams.rub.de/,"3","1","29755",2009/10/07,2018/09/25,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Technische Hochschule ''Georg Agricola'' zu Bochum,Herner Straße 45,44787 Bochum,Private Fachhochschulen,Bildung,Staatlich anerkannte private Fachhochschule der DMT-Gesellschaft für Lehre und Bildung mbH-. Fachhochschule der DMT.,www.thga.de,"2","1","301",2009/06/05,2020/05/20,"3","184528",Bildung/Hochschulen/Fachhochschulen/Private Fachhochschulen,Fachhochschulen privater Träger,"1",61301000XEWissenschaftHochschule,,
Technische Hochschule ''Georg Agricola'' zu Bochum,Herner Straße 45,44787 Bochum,Wissenschaft und Forschung,Bildung,Staatlich anerkannte private Fachhochschule der DMT-Gesellschaft für Lehre und Bildung mbH-. Fachhochschule der DMT.,www.thga.de,"2","11","301",2009/06/05,2020/05/20,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Ferdinand-Krüger-Schule Städtische Schule für Kranke Teilstandort,Bürkle de la Camp-Platz 1,44789 Bochum,Förderschulen,Bildung,Städtische Schule für Kranke. Teilstandort,www.ferdinand-krueger-schule.de,"3","1","301440",2016/09/28,2020/08/05,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Carolinenschule Bochum (Gesamtschule),Springorumallee 1,44795 Bochum,Private Ersatzschulen,Bildung,Die Carolinenschule Bochum in freier Trägerschaft der Schul- und Bildungswerkstatt GmbH ist eine staatliche anerkannte Gesamtschule. Sehundarstufe I,www.carolinenschule.de,"3","1","301447",2016/09/28,2020/05/20,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Schule für Ergotherapie,Burgstraße 15,44867 Bochum,Weiterbildungseinrichtungen,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe,www.maxq.net/bochum/schule-fuer-ergotherapie/,"3","2","301752",2016/10/17,2020/05/20,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Schule für Ergotherapie,Burgstraße 15,44867 Bochum,Schulen im Gesundheitsbereich,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe,www.maxq.net/bochum/schule-fuer-ergotherapie/,"3","1","301752",2016/10/17,2020/05/20,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Fachseminar für Altenpflege,Burgstraße 15,44867 Bochum,Altenpflegeschulen,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe Bochum,www.maxq-nrw.de,"3","1","301758",2016/10/17,2020/05/20,"3","23681",Bildung/Berufsschulen/Altenpflegeschulen,Altenpflegeschulen,"1",61201200XEWeiterbildungFachschule,,
Fachseminar für Altenpflege,Burgstraße 15,44867 Bochum,Schulen im sozialen Bereich,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe Bochum,www.maxq-nrw.de,"3","3","301758",2016/10/17,2020/05/20,"3","57",Bildung/Berufsschulen/Schulen im sozialen Bereich,,"1",61201200XEWeiterbildungFachschule,,
Fachseminar für Altenpflege,Burgstraße 15,44867 Bochum,Weiterbildungseinrichtungen,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe Bochum,www.maxq-nrw.de,"3","2","301758",2016/10/17,2020/05/20,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Schule für Physiotherapie,Burgstraße 15,44867 Bochum,Schulen im Gesundheitsbereich,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe,www.maxq.net/bochum/schule-fuer-physiotherapie/,"3","1","301767",2016/10/17,2020/05/20,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Schule für Physiotherapie,Burgstraße 15,44867 Bochum,Weiterbildungseinrichtungen,Bildung,maxQ. NRW. Zentrum für Gesundheitsberufe,www.maxq.net/bochum/schule-fuer-physiotherapie/,"3","2","301767",2016/10/17,2020/05/20,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Theodor-Körner-Schule,Keilstraße 42-48,44879 Bochum,Gymnasien,Bildung,"Städtisches Gymnasium (im Schulzentrum Südwest), Pädagogische Übermittagbetreuung",www.die-tks.de,"3","1","302",2009/06/05,2020/08/05,"3","33",Bildung/Allgemeinbildende Schulen/Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
Vels-Heide-Schule,Sanderweg 25,44803 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.vels-heide-schule.de,"3","1","303",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Volkshochschule (VHS) Bochum,Gustav-Heinemann-Platz 2-6,44787 Bochum,Volkshochschulen,Bildung,"im Bildungs-und Verwaltungszentrum, Einbürgerungstest , Schulabschluss PLUS , kommunale Weiterbildungsberatungsstelle und vieles mehr.",vhs.bochum.de,"3","1","305",2009/06/05,2020/01/21,"3","60",Bildung/Volkshochschulen,,"1",61201300XEWeiterbildungVolkshochschule,,
Volkshochschule (VHS) Bochum,Gustav-Heinemann-Platz 2-6,44787 Bochum,Weiterbildungseinrichtungen,Bildung,"im Bildungs-und Verwaltungszentrum, Einbürgerungstest , Schulabschluss PLUS , kommunale Weiterbildungsberatungsstelle und vieles mehr.",vhs.bochum.de,"3","8","305",2009/06/05,2020/01/21,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Waldschule,Hustadtring 144,44801 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.waldschule-bochum.de/,"3","1","306",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
"Heilpraktikerschule, Walter-Knäpper-Schule",Bergmannstraße 36,44809 Bochum,Schulen im Gesundheitsbereich,Bildung,,www.walter-knaepper-schule.de,"2","1","307",2009/06/05,2017/09/04,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
Weilenbrink-Schule,Arndtstraße 27-29,44787 Bochum,Grundschulen,Bildung,"städtische Katholische Grundschule, offene Ganztagsschule",www.weilenbrink-schule.de,"3","1","308",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
Werner-von-Siemens-Schule,Haydnstraße 3,44805 Bochum,Hauptschulen,Bildung,"Städtische Gemeinschaftshauptschule, Ganztagshauptschule",www.wvsbo.de,"3","1","310",2009/06/05,2020/08/04,"3","9",Bildung/Allgemeinbildende Schulen/Hauptschulen,,"1",61101050XESchuleAllgemeinHauptschule,,
"Schule am Leithenhaus, LWL Förderschule",Hauptstraße 155,44892 Bochum,Förderschulen,Bildung,LWL-Förderschule mit dem Förderschwerpunkt Hören und Kommunikation.,www.hoergeschaedigtenschule-bochum.de,"3","1","311",2009/06/05,2020/05/20,"3","7",Bildung/Förderschulen,Förderschulen und Schulen für Lernbehinderte,"1",61101300XESchuleAllgemeinFoerderschule,,
Widar-Schule,Höntroper Straße 95,44869 Bochum,Private Gymnasien,Bildung,"Waldorfschule in Bochum- Wattenscheid, Primarstufe, Sekundarstufe I und II, (alle Abschlüsse)",www.widarschule.de,"3","3","312",2009/06/05,2018/10/15,"3","205",Bildung/Privatschulen/Private Gymnasien,,"1",61101200XESchuleAllgemeinGymnasium,,
Widar-Schule,Höntroper Straße 95,44869 Bochum,Waldorfschulen,Bildung,"Waldorfschule in Bochum- Wattenscheid, Primarstufe, Sekundarstufe I und II, (alle Abschlüsse)",www.widarschule.de,"3","1","312",2009/06/05,2018/10/15,"3","55",Bildung/Privatschulen/Waldorfschulen,,"1",61100000XESchuleAllgemein,,
Widar-Schule,Höntroper Straße 95,44869 Bochum,Private Ersatzschulen,Bildung,"Waldorfschule in Bochum- Wattenscheid, Primarstufe, Sekundarstufe I und II, (alle Abschlüsse)",www.widarschule.de,"3","2","312",2009/06/05,2018/10/15,"3","58",Bildung/Privatschulen/Private Ersatzschulen,,"1",61100000XESchuleAllgemein,,
Wilbergschule,Wilbergstraße 3,44807 Bochum,Grundschulen,Bildung,"Städtische Gemeinschaftsgrundschule, offene Ganztagsschule",www.wilbergschule-bochum.de,"3","1","313",2009/06/05,2020/08/04,"3","8",Bildung/Allgemeinbildende Schulen/Grundschulen,,"1",61101000XESchuleAllgemeinGrundschule,,
"Willy-Brandt-Gesamtschule, Sekundarstufe I",Wittekindstraße 33,44894 Bochum,Gesamtschulen,Bildung,Städtische Gesamtschule. Sekundarstufe I,www.willy-brandt-gesamtschule.de,"3","1","314",2009/06/05,2020/08/05,"3","32",Bildung/Allgemeinbildende Schulen/Gesamtschulen,,"1",61101250XESchuleAllgemeinGesamtschule,,
Willy-Brandt-Gesamtschule Sekundarstufe II,Deutsches Reich 58,44894 Bochum,Gesamtschulen,Bildung,Städtische Gesamtschule. Sekundarstufe II,www.willy-brandt-gesamtschule.de,"3","1","315",2009/06/05,2020/08/05,"3","32",Bildung/Allgemeinbildende Schulen/Gesamtschulen,,"1",61101250XESchuleAllgemeinGesamtschule,,
"Else-Baltz-Schule, Zooschule im Tierpark Bochum",Klinikstraße 49,44791 Bochum,Natur- Wald- Biologieschulen,Bildung,Zooschule für Schulklassen und Kindergärten.,www.tierpark-bochum.de,"3","1","316",2009/06/05,2018/09/19,"3","498",Bildung/Spezialschulen/Natur- Wald- Biologieschulen,Natur- Wald- und Biologieschulen,"1",61401100XESchuleSpezialNaturschule,,
isits AG International School of IT Security,Lise-Meitner-Allee 4,44801 Bochum,Fernuniversität,Bildung,Fern-Uni für Informatik,www.is-its.org,"3","1","318882",2016/11/16,2018/11/12,"3","281",Bildung/Hochschulen/Fernuniversität,,"1",61301000XEWissenschaftHochschule,,
FOM Hochschulzentrum Bochum,Universitätsstraße 142,44799 Bochum,Private Fachhochschulen,Bildung,Hochschule für Berufstätige,www.fom.de/hochschulzentren/studium-in-bochum.html,"3","1","318973",2016/11/22,2018/11/16,"3","184528",Bildung/Hochschulen/Fachhochschulen/Private Fachhochschulen,Fachhochschulen privater Träger,"1",61301000XEWissenschaftHochschule,,
iba Internationale Berufsakademie,Universitätsstraße 125,44789 Bochum,Private Fachhochschulen,Bildung,Studiengang Betriebswirtschaft,www.iba-bochum.com/,"3","1","318977",2016/11/22,2018/11/08,"3","184528",Bildung/Hochschulen/Fachhochschulen/Private Fachhochschulen,Fachhochschulen privater Träger,"1",61301000XEWissenschaftHochschule,,
Familienforum Ruhrgebiet,Alexandrinenstraße 5,44791 Bochum,Weiterbildungseinrichtungen,Bildung,Weiterbildung für Familie und Eltern,www.familienforum-ruhrgebiet.de,"3","1","319499",2016/11/24,2018/11/07,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
IbKK- Kunstzentrum,Lohrheidestraße 57,44866 Bochum,Kunstschulen,Bildung,Institut für Ausbildung in bildender Kunst und Kunsttherapie,www.ibkk-kunstzentrum.de,"3","1","321094",2016/11/24,2019/06/07,"3","343",Bildung/Spezialschulen/Kunstschulen,,"1",61401000XESchuleSpezialKunstschule,,
X-Vision Ruhr,Steinstraße 5,44866 Bochum,Musikschulen,Bildung,Musik-Akademie,www.xvisionruhr.de,"3","1","329324",2017/01/19,2018/11/09,"3","59",Bildung/Spezialschulen/Musikschulen,,"1",61401050XESchuleSpezialMusikschule,,
Akademisches Förderungswerk KULTUR,Sumperkamp 9-15,44801 Bochum,Studentenwerke,Bildung,18 Jahren+,www.akafoe.de,"3","1","335687",2017/02/09,2018/11/09,"3","30674",Bildung/Hochschulen/Studentenwerke,,"1",61301000XEWissenschaftHochschule,,
Das fliegende Atelier e.V.,Joachimstraße 14,44789 Bochum,Kunstschulen,Bildung,,www.das-fliegende-atelier.de,"3","1","337414",2017/03/03,2017/09/28,"3","343",Bildung/Spezialschulen/Kunstschulen,,"1",61401000XESchuleSpezialKunstschule,,
Centrum für seltene Erkrankungen Ruhr (CeSER),Alexandrinenstraße 5,44791 Bochum,Wissenschaft und Forschung,Bildung,Zentrum zur Erforschung und Behandlung seltener Erkrankungen,www.centrum-seltene-erkrankungen-ruhr.de,"1","2","349603",2017/06/02,2019/01/29,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
World Factory (Ruhr-Universität),Frenkingstraße 14,44894 Bochum,Wissenschaft und Forschung,Bildung,Transfer- und Gründerkonzept der Ruhr-Universität begleitet Studierende auf ihrem Weg zur Unternehmensgründung.,www.ruhr-uni-bochum.de/worldfactory/,"3","1","349636",2017/06/02,2018/09/27,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
CAIS - Center for Advanced Internet Studies,Universitätsstraße 104,44799 Bochum,Wissenschaft und Forschung,Bildung,"Forschungszentrum für Internetstudien, Kooperation mehrerer Universitäten",www.cais.nrw,"3","1","349656",2017/06/06,2019/06/07,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
ZTG Zentrum für Telematik und Telemedizin GmbH,Universitätsstraße 142,44799 Bochum,Wissenschaft und Forschung,Bildung,Kompetenzzentrum für Telematik- und Telemedizinanwendungen.,www.ztg-nrw.de,"3","1","349669",2017/06/06,2019/06/07,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Matthias-Claudius-Berufskolleg,Weitmarer Straße 115a,44795 Bochum,Berufskollegs,Bildung,Bereich Gesundheit und Soziales,www.mcs-bochum.de,"3","1","358006",2017/08/23,2018/12/13,"3","151",Bildung/Berufsschulen/Berufskollegs,,"1",61201000XEWeiterbildungBerufsschule,,
Ausbildungsinstitut Lehrer für Pflegeberufe und Gesundheitsberufe,Alsenstraße 19a,44789 Bochum,Schulen im sozialen Bereich,Bildung,Berufsfortbildungswerk des DGD,,"3","1","358027",2017/09/04,2018/11/08,"3","57",Bildung/Berufsschulen/Schulen im sozialen Bereich,,"1",61201200XEWeiterbildungFachschule,,
Rhythmische Sportgymnastik (RSG) im TV Bochum-Brenschede,Glücksburger Straße 25,44799 Bochum,Sportschulen,Bildung,"Der Verein ist Stützpunkt für Talentsichtung/Talentförderung"",",www.tv-bochum-brenschede-rsg.de/,"3","1","358290",2017/09/26,2019/06/07,"3","271",Bildung/Spezialschulen/Sportschulen,,"1",61400000XESchuleSpezial,,
quaz.ruhr,Somborner Straße 84,44894 Bochum,Weiterbildungseinrichtungen,Bildung,Sprach- und Qualifizierungszentrum für Flüchtlinge,www.gewerkstatt.de/de/quazruhr,"3","1","385287",2018/04/10,2018/10/25,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Interdiszipinäres Institut für Forschung und Lehre,Gudrunstraße 56,44791 Bochum,Wissenschaft und Forschung,Bildung,Interdisziplinäres Institut für Forschung und Lehre (IFL) der Ruhr-Universität Bochum,www.medizin.ruhr-uni-bochum.de/dekanat/ifl/index.html.de,"3","1","386073",2018/06/13,2019/11/15,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Studienkreis Film,Universitätsstraße 150,44801 Bochum,Hochschulen,Bildung,Kino der Ruhr-Universität Bochum. HZO 21,www.skf-kino.de,"3","1","434973",2019/02/06,2020/05/20,"3","56",Bildung/Hochschulen/Hochschulen,,"1",61301000XEWissenschaftHochschule,,
Proteinforschungszentrum ProDi,Gesundheitscampus 4,44801 Bochum,Wissenschaft und Forschung,Bildung,,www.bph.ruhr-uni-bochum.de/link_prodi.htm,"3","1","436390",2019/03/29,2020/03/31,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Fachseminar für Altenpflege AWO,Herzogstraße 36,44807 Bochum,Altenpflegeschulen,Bildung,,,"3","1","436941",2019/06/03,2019/06/03,"3","23681",Bildung/Berufsschulen/Altenpflegeschulen,Altenpflegeschulen,"1",61201200XEWeiterbildungFachschule,,
Rupert-Neudeck-Schule,Dr.-C.-Otto-Straße 88,44879 Bochum,Realschulen,Bildung,"Sekundarstufe I im Schulzentum Südwest
Ganztagschule",www.rupert-neudeck-schule.de/,"3","1","497297",2020/08/04,2020/08/04,"3","10",Bildung/Allgemeinbildende Schulen/Realschulen,,"1",61101150XESchuleAllgemeinRealschule,,
Botanischer Garten Bochum,Universitätsstraße 150,44801 Bochum,Wissenschaft und Forschung,Bildung,Der für Lehr- und Forschungszwecke angelegte Garten mit vielen exotischen Attraktionen.,www.boga.ruhr-uni-bochum.de,"2","6","687",2009/06/05,2018/09/19,"3","299",Bildung/Hochschulen/Wissenschaft und Forschung,,"1",61300000XEWissenschaft,,
Gewerkstatt gGmbH,Schleipweg 20,44805 Bochum,Weiterbildungseinrichtungen,Bildung,,www.gewerkstatt.de,"3","2","7997",2009/06/05,2019/01/30,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Evangelische Stadtakademie,Westring 26c,44787 Bochum,Weiterbildungseinrichtungen,Bildung,"Die Ev. Stadtakademie will Brücke zwischen Kirche und Welt, Forum und Faktor im gesellschaftlichen Leben der Stadt sein.",www.stadtakademie.de,"3","6","8013",2009/06/05,2018/09/26,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Augusta-Akademie,Dr.-C.-Otto-Straße 27,44879 Bochum,Schulen im Gesundheitsbereich,Bildung,Zentrale Ausbildungsstätte für Krankenpflegeberufe. der Ev. Stiftung Augusta,www.augusta-akademie.de,"3","1","8021",2009/06/05,2020/05/20,"3","54",Bildung/Berufsschulen/Schulen im Gesundheitsbereich,"Schulen im Bereich des Gesundheitswesens: Krankenpflege-, Logopäden-, Heilpraktiker-, Hebammenschulen etc.","1",61201200XEWeiterbildungFachschule,,
TABEA Evangelische Familienbildungsstätte,Westring 26a,44787 Bochum,Weiterbildungseinrichtungen,Bildung,,www.tabea-bochum.de,"3","1","8037",2009/06/05,2018/09/19,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Familienbildungsstätte der Stadt Bochum,Zechenstraße 10,44791 Bochum,Weiterbildungseinrichtungen,Bildung,,www.bochum.de/familienbildungsstaette,"3","1","8039",2009/06/05,2016/12/20,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Katholische Familienbildungsstätte im Gertrudenhof,Gertrudenhof 25,44866 Bochum,Weiterbildungseinrichtungen,Bildung,"Die Familienbildungsstätte (FBS) unterstützt und begleitet Familien in der Familienbildung, Weiterbildung.",www.kefb-bistum-essen.de/index.php?id=525,"3","8","8040",2009/06/05,2018/12/11,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
Katholische Familienbildungsstätte,Am Bergbaumuseum 37,44791 Bochum,Weiterbildungseinrichtungen,Bildung,,www.kefb-bistum-essen.de,"3","5","8064",2009/06/05,2018/12/11,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
SKM - Wattenscheider Berufsbildungszentrum gGmbH,Westenfelder Straße 56a,44867 Bochum,Weiterbildungseinrichtungen,Bildung,Das Wattenscheider-Berufs-Bildungs-Zentrum (WBZ),www.wbz-bochum.de,"3","1","8078",2009/06/05,2020/01/22,"3","254",Bildung/Weiterbildungseinrichtungen,Weiterbildungseinrichtungen und Erwachsenenbildung,"1",61200000XEWeiterbildung,,
